IntDate,HHID,RprtSrc,Valid,OwnCttl,CttlOwnd,OwnGts,GtsOwnd,OwnShp,ShpOwnd,OwnChckns,ChcknsOwnd,OwnChcks,ChcksOwnd,ChicksNum,AnmlsAbrtn,CwAbrtd,AbrtdCws,GtAbrtd,AbrtdGts,ShpAbrtd,AbrtdShp,AnmlsDd,CwsDd,DdCws,GtsDd,DdGts,ShpDd,DdShp,ChcknDd,DdChckn,ChcksDd,DdChcks,AnmlsSck,CwSck,SickCows,BORprdctv,BOUddr,BORsprtry,BODgstv,BOUrgntl,BOMsclskltl,BONrvs,BOSkn,GtsSck,SckGts,CPRprdctv,CPUddr,CPRsprtry,CPDgstv,CPUrgntl,CPMsclskltl,CPNrvs,CPSkn,ShpSck,SckShp,OVRprdctve,OVUddr,OVRsprtry,OVDgstv,OVUrgntl,OVMsclskltl,OVNrvs,OVSkn,Valid1
03/11/2014,13-304-2,Toll Free Number,1,1,35,1,6,1,17,1,45,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
14/11/2014,13-304-2,Toll Free Number,1,1,34,1,5,1,18,1,38,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
18/11/2014,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
03/12/2014,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
29/01/2015,13-304-2,Toll Free Number,1,1,30,1,6,1,13,1,20,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
06/02/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
19/03/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
25/03/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
26/03/2015,13-304-2,Household Interviews,1,1,28,1,4,1,15,1,10,0,99,NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
03/04/2015,13-304-2,Toll Free Number,1,1,27,1,4,1,18,1,10,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,1,1,0,1,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
09/04/2015,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
14/04/2015,13-304-2,Toll Free Number,1,1,28,1,7,1,22,1,9,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,Yes
22/04/2015,13-304-2,Toll Free Number,1,1,29,1,3,1,24,1,9,1,1,NA,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
14/05/2015,13-304-2,Toll Free Number,1,1,29,1,3,1,24,1,10,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
04/06/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
28/05/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
04/07/2015,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
15/07/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
24/07/2015,13-304-2,Toll Free Number,1,1,29,1,2,1,25,1,8,1,1,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
25/07/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
01/08/2015,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
03/08/2015,13-304-2,Toll Free Number,1,1,27,1,2,1,25,1,5,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
15/08/2015,13-304-2,Toll Free Number,1,1,29,1,2,1,22,1,10,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
26/09/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
06/10/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
23/10/2015,13-304-2,Toll Free Number,1,1,26,1,1,1,25,1,18,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
08/12/2015,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
12/12/2015,13-304-2,Toll Free Number,1,1,26,0,0,1,30,1,50,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
19/12/2015,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
06/01/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,31,1,33,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
04/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,34,1,40,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,0,0,1,0,0,Yes
09/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,45,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
13/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,30,1,1,NA,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
15/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,30,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
20/02/2016,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
20/02/2016,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
22/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,40,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
22/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,40,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
24/02/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,35,1,35,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
07/03/2016,13-304-2,Toll Free Number,1,1,24,0,0,1,37,1,30,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
11/03/2016,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
15/03/2016,13-304-2,Toll Free Number,1,1,25,0,0,1,35,1,25,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,1,0,0,0,0,Yes
19/03/2016,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
06/06/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,41,1,38,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
06/06/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,41,1,38,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
07/06/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,41,1,12,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
07/06/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,41,1,12,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
01/07/2016,13-304-2,Toll Free Number,1,1,31,0,0,1,44,1,18,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
12/07/2016,13-304-2,Toll Free Number,1,1,31,0,0,1,46,1,17,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
20/07/2016,13-304-2,Toll Free Number,1,1,33,0,0,1,57,1,13,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
29/07/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,47,1,16,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,1,0,0,0,0,Yes
03/08/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,49,1,16,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,1,0,0,1,0,0,0,0,Yes
04/08/2016,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
08/08/2016,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
17/08/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,54,1,12,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
25/08/2016,13-304-2,Toll Free Number,1,1,23,0,0,1,47,1,15,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,1,0,0,0,0,0,Yes
26/08/2016,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
02/09/2016,13-304-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
05/09/2016,13-304-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
06/09/2016,13-304-2,Toll Free Number,1,1,30,0,0,1,48,1,13,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
15/09/2016,13-304-2,Toll Free Number,1,1,38,0,0,1,48,1,8,1,4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
19/09/2016,13-304-2,Toll Free Number,1,1,22,0,0,1,47,1,8,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
04/01/2017,13-304-2,Toll Free Number,1,1,42,1,1,1,40,1,3,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
11/01/2017,13-304-2,Toll Free Number,1,1,43,0,0,1,41,1,5,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,1,0,0,0,0,Yes
09/03/2017,13-304-2,Toll Free Number,1,1,44,0,0,1,38,0,0,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
02/03/2013,13-307-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
21/02/2014,13-307-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
26/06/2014,13-307-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
11/09/2015,13-307-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
16/01/2014,13-308-2,Toll Free Number,1,1,9,1,5,1,3,1,10,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
27/02/2014,13-308-2,Toll Free Number,1,1,9,1,6,1,3,1,10,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
17/03/2014,13-308-2,Toll Free Number,1,1,12,1,9,1,3,1,8,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
20/03/2014,13-308-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
24/03/2014,13-308-2,Toll Free Number,1,1,7,1,6,1,3,1,5,1,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,Yes
17/04/2014,13-308-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
22/04/2014,13-308-2,Toll Free Number,1,1,11,1,9,1,3,1,3,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,Yes
01/05/2014,13-308-2,Toll Free Number,1,1,11,1,9,1,3,1,9,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
07/05/2014,13-308-2,Toll Free Number,1,1,11,1,9,1,3,1,5,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
12/06/2014,13-308-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
02/07/2014,13-308-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
04/08/2014,13-308-2,Toll Free Number,1,1,13,1,8,1,1,1,4,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
05/08/2014,13-308-2,Toll Free Number,1,1,13,1,9,1,1,1,5,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
09/10/2014,13-308-2,Toll Free Number,1,1,13,1,10,1,1,1,5,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
16/10/2014,13-308-2,Household Interviews,1,1,13,1,10,1,1,1,10,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
04/11/2014,13-308-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
21/01/2015,13-308-2,Toll Free Number,1,1,11,1,6,1,4,1,7,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
22/01/2015,13-308-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
05/02/2015,13-308-2,Toll Free Number,1,1,13,1,10,1,4,1,6,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
25/02/2015,13-308-2,Toll Free Number,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
20/04/2015,13-308-2,Toll Free Number,1,1,10,1,10,1,3,0,0,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,1,1,0,0,0,0,0,0,0,1,0,0,99,99,99,99,99,99,99,99,Yes
07/07/2015,13-308-2,Household Interviews,1,1,8,1,6,1,2,1,3,0,99,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,Yes
22/12/2015,13-308-2,Household Interviews,0,0,0,0,0,0,0,0,0,0,99,NA,99,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,0,0,99,99,99,99,99,99,99,99,No
